,fz,purchasenumber,publishdate,startdata,enddata,placingway,customerinn,maxprice,okpdcode,okpdname,purchasobject,href
121,44,0176200005520001928,2020-12-18T09:51:27.400+03:00,"['2020-12-18', '09:51:27+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,132513.5,17.12,Бумага и картон,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001928
122,44,0176300002120000023,2020-12-03T18:14:14.342+03:00,"['2020-12-03', '18:14:14+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0106006387,2214500,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300002120000023
123,44,0376100002720000045,2020-12-08T15:55:50.373+03:00,"['2020-12-08', '15:55:50+03:00']","['2020-12-16', '08:00:00+03:00']",Электронный аукцион,0105014177,1462492,58.29,Услуги по изданию прочего программного обеспечения,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000045
124,44,0176200005520001767,2020-12-07T16:59:57.394+03:00,"['2020-12-07', '16:59:57+03:00']","['2020-12-15', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,5003678,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001767
125,44,0176200005520001781,2020-12-08T12:37:30.389+03:00,"['2020-12-08', '12:37:30+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,282547.92,33.14,Услуги по ремонту электрического оборудования,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001781
126,44,,2020-12-16T14:53:56.323+03:00,,,,,,,,,
127,44,0176200005520001916,2020-12-17T11:50:27.383+03:00,"['2020-12-17', '11:50:27+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,50986.5,10.81,Сахар,поставка сахара,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001916
128,44,0176200005520001695,2020-12-08T10:53:39.376+03:00,"['2020-12-01', '09:51:19+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,264800,14.12,Спецодежда,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001695
129,44,0176200005520001913,2020-12-17T11:06:24.408+03:00,"['2020-12-17', '11:06:24+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,413258.76,10.51,Молоко и молочная продукция,"поставка продуктов питания (молоко, кефир, ряженка)",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001913
130,44,0176200005520001923,2020-12-17T12:48:21.376+03:00,"['2020-12-17', '12:48:21+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,3807600,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001923
131,44,,2020-12-01T10:41:54.430+03:00,,,,,,,,,
132,44,0176200005520001882,2020-12-15T12:24:21.364+03:00,"['2020-12-15', '12:24:21+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,174669,10.32,Продукция соковая из фруктов и овощей,Поставка сока,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001882
133,44,0376100002720000041,2020-12-07T18:09:12.364+03:00,"['2020-12-07', '18:09:12+03:00']","['2020-12-15', '08:00:00+03:00']",Электронный аукцион,0105014177,1460484.53,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000041
134,44,0176200005520001942,2020-12-18T11:48:39.435+03:00,"['2020-12-18', '11:48:39+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,912586.2,32.50,Инструменты и оборудование медицинские,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001942
135,44,0176200005520001832,2020-12-10T12:10:29.420+03:00,"['2020-12-10', '12:10:29+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,80789.76,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001832
136,44,0176200005520001866,2020-12-14T11:14:22.380+03:00,"['2020-12-14', '11:14:22+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,85440,62.09,Услуги в области информационных технологий прочие и компьютерные услуги,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001866
137,44,,2020-12-16T15:29:32.342+03:00,,,,,,,,,
138,44,0176200005520001871,2020-12-14T15:29:57.459+03:00,"['2020-12-14', '15:29:57+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,156000,52.21,"Услуги, связанные с сухопутным транспортом",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001871
139,44,0176200005520001708,2020-12-02T09:35:54.359+03:00,"['2020-12-02', '09:35:54+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,82000,26.51,"Оборудование для измерения, испытаний и навигации",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001708
140,44,0176200005520001831,2020-12-10T12:07:33.454+03:00,"['2020-12-10', '12:07:33+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,306720,62.02,"Услуги консультативные, связанные с компьютерной техникой","Оказание услуг по сопровождению Электронного периодического справочника ""Система ГАРАНТ"" (информационного продукта вычислительной техники)",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001831
141,44,0176300004720000077,2020-12-15T12:15:52.800+03:00,"['2020-12-15', '12:15:52+03:00']","['2020-12-23', '10:00:00+03:00']",Электронный аукцион,0103007791,250230,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000077
142,44,0176200005520001821,2020-12-10T10:12:46.379+03:00,"['2020-12-10', '10:12:46+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,231066.48,81.21,Услуги по общей уборке зданий,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001821
143,44,0376100000420000042,2020-12-01T17:20:16.356+03:00,"['2020-12-01', '17:20:16+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105044421,141700,10.82,"Какао, шоколад и изделия кондитерские сахаристые",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100000420000042
144,44,0176200005520001904,2020-12-16T11:26:51.591+03:00,"['2020-12-16', '11:26:51+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,915467,,,Поставка фруктов,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001904
145,44,0176300003820000005,2020-12-04T16:09:18.351+03:00,"['2020-12-04', '16:09:18+03:00']","['2020-12-14', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0101005559,3596680,42.99,"Сооружения и строительные работы по строительству прочих гражданских сооружений, не включенных в другие группировки","Капитальный ремонт «Благоустройство дворовой территории, расположенной по адресу: Республика Адыгея, Красногвардейский район, с. Красногвардейское, ул. Горького № 6-а",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300003820000005
146,44,0176200005520001860,2020-12-14T10:03:28.421+03:00,"['2020-12-14', '10:03:28+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,960000,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001860
147,44,0176200005520001809,2020-12-09T12:52:05.378+03:00,"['2020-12-09', '12:52:05+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,1534177.5,,,Описание объекта закупки в соответствии с частью IV «Техническая часть документации об электронном аукционе» Документации,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001809
148,44,,2020-12-03T09:03:48.320+03:00,,,,,,,,,
149,44,0176200005520001920,2020-12-17T12:33:43.402+03:00,"['2020-12-17', '12:33:43+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,628704,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001920
150,44,0176200005520001901,2020-12-16T11:10:10.432+03:00,"['2020-12-16', '11:10:10+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,112279.2,62.03,Услуги по управлению компьютерным оборудованием,"Оказание услуг по 
сопровождению установленного комплекта Электронного периодического справочника ""Система ГАРАНТ"".",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001901
151,44,0176200005520001740,2020-12-04T09:05:00.358+03:00,"['2020-12-04', '09:05:00+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,4794800,46.18,Услуги по оптовой торговле прочими отдельными товарами за вознаграждение или на договорной основе,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001740
152,44,0876100000220000069,2020-12-08T17:26:11.548+03:00,"['2020-12-08', '17:26:11+03:00']","['2020-12-16', '08:00:00+03:00']",Электронный аукцион,0105066680,246000,33.12,Услуги по ремонту оборудования,Проведение работ по профилактическому осмотру и техническому обслуживанию оборудования в котельных МВД по Республике Адыгея ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0876100000220000069
153,44,0376100007020000007,2020-12-09T20:18:08.348+03:00,"['2020-12-09', '20:18:08+03:00']","['2020-12-17', '07:00:00+03:00']",Электронный аукцион,0105047430,1000000,26.51,"Оборудование для измерения, испытаний и навигации",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100007020000007
154,44,0176200005520001825,2020-12-10T10:46:06.403+03:00,"['2020-12-10', '10:46:06+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,680960,19.20,Нефтепродукты,Поставка сжиженного газа на 2021 год для ГБУЗ РА «Кошехабльская ЦРБ»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001825
155,44,0176200005520001791,2020-12-09T09:50:26.375+03:00,"['2020-12-09', '09:50:26+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,826792.5,52.21,"Услуги, связанные с сухопутным транспортом",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001791
156,44,0176200005520001737,2020-12-03T17:57:26.498+03:00,"['2020-12-03', '17:57:26+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,216101.55,01.13,"Овощи и культуры бахчевые, корнеплоды и клубнеплоды",Поставка овощей,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001737
157,44,0176200005520001749,2020-12-04T17:06:27.528+03:00,"['2020-12-04', '17:06:27+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,78545,01.11,"Культуры зерновые (кроме риса), зернобобовые, семена масличных культур",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001749
158,44,0176200005520001851,2020-12-11T11:52:35.365+03:00,"['2020-12-11', '11:52:35+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,470508,43.29,Работы строительно-монтажные прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001851
159,44,,2020-12-18T09:29:17.355+03:00,,,,,,,,,
160,44,0176200005520001716,2020-12-02T11:40:39.422+03:00,"['2020-12-02', '11:40:39+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,277794,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001716
161,44,0176200005520001844,2020-12-11T10:54:29.386+03:00,"['2020-12-11', '10:54:29+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,166979.16,63.99,"Услуги информационные прочие, не включенные в другие группировки",Оказание услуг по сопровождению программного обеспечения «Справочная правовая система (СПС) КонсультантПлюс»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001844
162,44,0176200005520001780,2020-12-08T12:30:26.374+03:00,"['2020-12-08', '12:30:26+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,807900,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001780
163,44,0176200005520001921,2020-12-17T12:35:33.339+03:00,"['2020-12-17', '12:35:33+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,50400,80.20,Услуги систем обеспечения безопасности,Оказание услуг по централизованной охране путем приема и реагирования группами задержания на тревожное сообщение на пульт централизованной охраны,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001921
164,44,,2020-12-01T18:39:58.322+03:00,,,,,,,,,
165,44,,2020-12-17T11:35:50.377+03:00,,,,,,,,,
166,44,0176200005520001704,2020-12-01T16:25:27.005+03:00,"['2020-12-01', '16:25:27+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,1299967.57,10.51,Молоко и молочная продукция,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001704
167,44,0376300000120000325,2020-12-10T15:05:08.769+03:00,"['2020-12-10', '15:05:08+03:00']","['2020-12-18', '07:00:00+03:00']",Электронный аукцион,0105038964,574842.06,17.12,Бумага и картон,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000325
168,44,0176200005520001940,2020-12-18T11:45:01.832+03:00,"['2020-12-18', '11:45:01+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,809949,43.21,Работы электромонтажные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001940
169,44,0176200005520001895,2020-12-18T16:32:59.518+03:00,"['2020-12-16', '09:56:01+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,2175100,32.50,Инструменты и оборудование медицинские,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001895
170,44,0176100004220000022,2020-12-07T10:12:36.694+03:00,"['2020-12-07', '10:12:36+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105044446,185328,61.10,Услуги телекоммуникационные проводные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100004220000022
171,44,0176100003520000039,2020-12-02T10:57:38.397+03:00,"['2020-12-02', '10:57:38+03:00']","['2020-12-10', '11:04:00+03:00']",Электронный аукцион,0105047422,303514.8,62.09,Услуги в области информационных технологий прочие и компьютерные услуги,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000039
172,44,0376400000120000002,2020-12-02T21:40:22.417+03:00,"['2020-12-02', '14:07:09+03:00']","['2020-12-11', '12:00:00+03:00']",Электронный аукцион,0105017636,4080000,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376400000120000002
173,44,0176300002120000021,2020-12-03T11:55:36.372+03:00,"['2020-12-03', '11:55:36+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0106006387,1328700,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300002120000021
174,44,0176200005520001728,2020-12-03T10:48:37.399+03:00,"['2020-12-03', '10:48:37+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,126576,26.20,Компьютеры и периферийное оборудование,Поставка запасных частей для компьютерной техники,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001728
175,44,0176200005520001796,2020-12-09T10:35:31.376+03:00,"['2020-12-09', '10:35:31+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,1287678.6,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001796
176,44,0176200005520001696,2020-12-01T09:52:18.343+03:00,"['2020-12-01', '09:52:18+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,100000,61.10,Услуги телекоммуникационные проводные,"Оказание телематических  услуг и услуг связи по передаче данных (услуги по доступу к информационно-коммуникационной сети  Интернет) для Министерства экономического развития и торговли Республики Адыгея в 2021году, 
1 подсеть - 5 Мбит/с с 4 статичными IP адресами; 
2 подсеть - 20 Мбит/с c 4 статичными IP адресами
Необходимые параметры качества:
бесперебойный круглосуточный доступ в публичную сеть Интернет;
безлимитный трафик (без учета трафика);
услуги обеспечения доступа к сети Интернет должны оказываться 24 часа в сутки, 7 дней в неделю, 365 дней в году (12 месяцев).",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001696
177,44,,2020-12-18T18:53:22.314+03:00,,,,,,,,,
178,44,0376400000120000002,2020-12-02T14:07:09.369+03:00,"['2020-12-02', '14:07:09+03:00']","['2020-12-10', '14:00:00+03:00']",Электронный аукцион,0105017636,4080000,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376400000120000002
179,44,0176200005520001741,2020-12-04T09:06:01.339+03:00,"['2020-12-04', '09:06:01+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,160000,63.11,"Услуги по обработке данных, размещению и взаимосвязанные услуги",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001741
180,44,0176200005520001834,2020-12-10T12:36:07.456+03:00,"['2020-12-10', '12:36:07+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,998600,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",Поставка лекарственного препарата для медицинского назначения (хлорпромазин),https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001834
181,44,0176200005520001815,2020-12-10T09:05:43.605+03:00,"['2020-12-10', '09:05:43+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,7094909.86,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001815
182,44,0176100004320000077,2020-12-14T12:07:16.499+03:00,"['2020-12-14', '12:07:16+03:00']","['2020-12-22', '10:00:00+03:00']",Электронный аукцион,0105028229,2115300,,,"оказание услуг по информационному сопровождению и обновлению ранее установленной справочно- правовой системы ""Гарант""
",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100004320000077
183,44,,2020-12-01T09:21:39.403+03:00,,,,,,,,,
184,44,0176200005520001867,2020-12-14T11:17:01.442+03:00,"['2020-12-14', '11:17:01+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,108689.28,62.09,Услуги в области информационных технологий прочие и компьютерные услуги,"Оказание услуг по сопровождению Электронного периодического справочника ""Система ГАРАНТ"", большая сетевая версия",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001867
185,44,0176100004520000037,2020-12-02T08:43:30.362+03:00,"['2020-12-02', '08:43:30+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105043820,299788.8,17.12,Бумага и картон,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100004520000037
186,44,0176300004720000085,2020-12-15T17:51:57.679+03:00,"['2020-12-15', '17:51:57+03:00']","['2020-12-23', '10:00:00+03:00']",Электронный аукцион,0103007791,231278,10.20,"Рыба переработанная и консервированная, ракообразные и моллюски",В соответствии с Разделом 3. «Техническое задание»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000085
187,44,0176200005520001943,2020-12-18T12:20:16.393+03:00,"['2020-12-18', '12:20:16+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,115200,13.99,"Изделия текстильные прочие, не включенные в другие группировки",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001943
188,44,0176200005520001743,2020-12-04T11:33:55.362+03:00,"['2020-12-04', '11:33:55+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,12980500,46.18,Услуги по оптовой торговле прочими отдельными товарами за вознаграждение или на договорной основе,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001743
189,44,0176100004220000023,2020-12-07T14:51:54.408+03:00,"['2020-12-07', '14:51:54+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105044446,511000,81.21,Услуги по общей уборке зданий,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100004220000023
190,44,0176200005520001924,2020-12-17T12:56:15.361+03:00,"['2020-12-17', '12:56:15+03:00']","['2020-12-25', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,3782870,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001924
191,44,0176300004720000086,2020-12-16T09:20:54.777+03:00,"['2020-12-16', '09:20:54+03:00']","['2020-12-24', '10:00:00+03:00']",Электронный аукцион,0103007791,295775,,,В соответствии с Разделом 3. «Техническое задание»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000086
192,44,0176200005520001917,2020-12-17T11:57:59.367+03:00,"['2020-12-17', '11:57:59+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,174551.75,10.51,Молоко и молочная продукция,поставка масла сливочного,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001917
193,44,0176200005520001862,2020-12-14T10:47:54.431+03:00,"['2020-12-14', '10:47:54+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,6554803.5,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001862
194,44,0376300000120000323,2020-12-09T16:45:30.619+03:00,"['2020-12-09', '16:45:30+03:00']","['2020-12-17', '07:00:00+03:00']",Электронный аукцион,0105038964,704227.5,10.61,Продукция мукомольно-крупяного производства,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000323
195,44,0176200005520001766,2020-12-07T16:51:10.814+03:00,"['2020-12-07', '16:51:10+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105072228,15789810,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001766
196,44,,2020-12-15T14:39:31.364+03:00,,,,,,,,,
197,44,0176200005520001701,2020-12-01T12:22:45.352+03:00,"['2020-12-01', '12:22:45+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,270421.2,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001701
198,44,0176100002320000021,2020-12-04T18:00:38.452+03:00,"['2020-12-04', '18:00:38+03:00']","['2020-12-14', '08:00:00+03:00']",Электронный аукцион,0105020332,97684.81,22.29,Изделия пластмассовые прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100002320000021
199,44,0176200005520001705,2020-12-01T17:32:50.697+03:00,"['2020-12-01', '17:32:50+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,2119594.54,10.12,"Мясо сельскохозяйственной птицы и прочие продукты убоя, включая консервированные",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001705
200,44,0176200005520001811,2020-12-09T14:43:03.360+03:00,"['2020-12-09', '14:43:03+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,860000,20.11,Газы промышленные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001811
201,44,0176200005520001911,2020-12-17T10:03:43.459+03:00,"['2020-12-17', '10:03:43+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,4672150,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001911
202,44,0176200005520001792,2020-12-09T09:58:32.375+03:00,"['2020-12-09', '09:58:32+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,1182025,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001792
203,44,0376300000120000332,2020-12-16T16:49:30.378+03:00,"['2020-12-16', '16:49:30+03:00']","['2020-12-25', '08:00:00+03:00']",Электронный аукцион,0105038964,514800,62.09,Услуги в области информационных технологий прочие и компьютерные услуги,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000332
204,44,0176100002320000019,2020-12-02T19:20:22.399+03:00,"['2020-12-02', '19:20:22+03:00']","['2020-12-10', '08:00:00+03:00']",Электронный аукцион,0105020332,45000,26.80,Носители данных магнитные и оптические,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100002320000019
205,44,0176200005520001838,2020-12-11T09:19:12.412+03:00,"['2020-12-11', '09:19:12+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,97956.84,80.10,Услуги частных охранных служб,Услуги охраны,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001838
206,44,0176200005520001846,2020-12-11T11:12:51.470+03:00,"['2020-12-11', '11:12:51+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,255120,43.29,Работы строительно-монтажные прочие,Оказание услуг по техническому обслуживанию и текущему ремонту больничных лифтов (Б-500) для ГБУЗ РА «Кошехабльская центральная районная больница»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001846
207,44,0176100004420000051,2020-12-05T13:33:46.378+03:00,"['2020-12-05', '13:33:46+03:00']","['2020-12-14', '10:00:00+03:00']",Электронный аукцион,0105043700,268600,61.10,Услуги телекоммуникационные проводные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100004420000051
208,44,0176200005520001750,2020-12-07T09:34:34.453+03:00,"['2020-12-07', '09:34:34+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105072228,312217.5,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001750
